,Vector1,,,Vector2,,,Vector3,,,Vector4,,,Vector5,,,Vector6,,,Vector7,,
1070,-0.008671442,0.007609556,-0.031377239,-0.008671361,-0.031376209,-0.007611302,-0.022109221,-0.006890848,0.031542319,-0.031375786,0.008671511,-0.00761329,1.45E-05,0.011536736,-0.026794772,1.04E-05,-0.026795178,-0.011536915,6.16E-06,-0.025590551,0.014010096
1075,-0.021929688,0.019187546,-0.079493799,-0.02192972,-0.07949357,-0.019188116,-0.05393772,-0.017613067,0.079859256,-0.079492117,0.021929571,-0.019193508,2.28E-05,0.029133008,-0.067722663,2.25E-05,-0.067721254,-0.029135892,1.92E-05,-0.064653781,0.035428186
1080,-0.038673416,0.033659099,-0.142248444,-0.038673514,-0.142248601,-0.033659297,-0.090085298,-0.031772876,0.142686138,-0.142245753,0.038673451,-0.033668815,3.92E-05,0.051258696,-0.119180823,3.95E-05,-0.119177715,-0.051264221,3.68E-05,-0.113770889,0.06235542
1085,-0.057445163,0.045398726,-0.208827514,-0.057446111,-0.208828623,-0.045399056,-0.110405547,-0.044531897,0.208983179,-0.208829194,0.057248909,-0.045558461,0.004742992,0.073014246,-0.170377116,-0.002259016,-0.170187731,-0.073077782,0.002319384,-0.162272884,0.088911362
1090,-0.072600654,0.047741048,-0.254834185,-0.072601063,-0.254834897,-0.047741171,-0.090413899,-0.048330658,0.25471281,-0.254835561,0.072534267,-0.047803127,0.040430408,0.085362686,-0.200620127,-0.010274463,-0.2002034,-0.086204597,0.019097482,-0.19090174,0.10507857
1095,-0.188171223,-0.035304669,-0.090415279,-0.188163167,-0.090424064,0.035301827,-0.139266573,0.034888788,0.090807968,-0.090314722,0.188206099,0.035395746,-0.088872215,0.120220479,-0.100927202,-0.14765556,-0.098999898,-0.12202599,0.183830436,-0.15722056,0.00497946
1100,-0.018974677,0.006226022,-0.021459751,-0.018977817,-0.021460039,-0.006226061,-0.050613136,-0.006455924,0.021445331,-0.021447677,0.018950403,-0.006196076,-0.051506119,0.018355147,-0.017753084,-0.007325078,-0.017728724,-0.018446373,-0.025608115,-0.02529409,0.003939272
1105,-0.947460121,-0.705397915,0.342947426,-0.947482067,0.342958572,0.705404535,-0.883955081,0.707474786,-0.338469188,0.34296391,0.947785472,0.705541671,-11.15030849,0.122855599,0.362043693,-1.149668832,0.268409943,-0.275635352,-0.403598791,-0.074365382,-0.377213971
1110,-0.327273233,-0.461616522,0.651467724,-0.5142987,0.660083218,0.448488438,-0.622971098,0.44174278,-0.666116981,0.660045322,0.514266697,0.448524252,-0.356899852,-0.48410096,0.279687423,-0.674877594,0.522528116,-0.099735942,-0.510234811,0.171904229,-0.500931292
1115,-0.742032315,-0.052904364,0.61534295,-0.769291038,0.615137902,0.051320248,-1.115660552,0.050804333,-0.615965827,0.614975455,0.768981781,0.051096802,-0.459201202,0.155661189,0.502248607,-0.562803835,0.038052267,-0.524929086,-0.128445149,-0.45270913,-0.255180631
1120,-0.408435464,-0.048450457,-0.357881969,-0.412405982,-0.357976556,0.048656555,-2.057435841,-0.017768203,0.360981979,-0.358015002,0.412481804,0.048613829,-0.284245213,0.038097568,0.268675735,-0.322184566,0.067441513,-0.262311402,0.835856034,-0.214613283,-0.161673151
1125,-0.21054723,0.003772503,-0.013160693,-0.211104173,-0.013101134,-0.003723528,0.070700477,-0.008553119,0.010920707,-0.013231563,0.210981226,-0.00362594,-0.124830355,0.169789456,0.100268248,-0.137902052,-0.117120123,-0.159445073,0.017495956,-0.186662757,0.068776116
1130,0.020527495,-0.015655939,0.004031652,-0.023242037,0.004326377,0.015626243,0.025886437,0.015776537,-0.001074033,0.004273956,0.023063754,0.015737811,-0.022580523,0.002028795,0.005632582,-0.02707046,8.60E-05,-0.006037881,0.013863026,-0.005815459,-0.001098919
1135,0.005064898,-0.001664425,2.80E-04,-0.001288754,2.60E-04,0.001630613,0.006306722,0.001479428,3.60E-05,2.43E-04,0.001246787,0.001578916,-2.99E-04,-5.06E-04,9.75E-05,-0.001858763,4.28E-04,1.11E-04,0.002637627,2.46E-04,-2.65E-04
1140,8.66E-04,-2.54E-04,-2.29E-06,-5.76E-05,-1.52E-05,2.43E-04,0.001652507,1.75E-04,5.11E-05,-1.99E-05,4.90E-05,2.24E-04,3.29E-04,-9.01E-05,-6.81E-05,-1.55E-04,3.18E-05,9.43E-05,5.23E-04,1.06E-04,3.69E-05
1145,2.78E-04,2.31E-05,2.39E-05,1.43E-04,1.52E-05,-2.72E-05,4.95E-04,-4.46E-05,-2.20E-05,1.42E-05,-1.42E-04,-3.54E-05,2.22E-04,-6.85E-05,-5.60E-05,1.34E-04,3.52E-05,6.78E-05,1.34E-04,7.60E-05,-3.48E-07
1150,1.49E-04,5.52E-05,3.24E-05,1.27E-04,2.68E-05,-5.67E-05,1.62E-04,-5.78E-05,-3.59E-05,2.68E-05,-1.25E-04,-6.03E-05,7.25E-06,-4.83E-05,-3.33E-05,1.31E-04,3.00E-05,4.28E-05,4.18E-05,4.89E-05,-1.08E-05
1155,1.12E-04,5.62E-05,3.47E-05,1.08E-04,3.04E-05,-5.68E-05,6.02E-05,-5.27E-05,-3.85E-05,3.08E-05,-1.05E-04,-5.88E-05,-7.47E-05,-3.88E-05,-2.31E-05,1.13E-04,2.69E-05,3.12E-05,1.74E-05,3.63E-05,-1.40E-05
1160,9.99E-05,5.42E-05,3.48E-05,9.74E-05,3.10E-05,-5.44E-05,2.82E-05,-4.88E-05,-3.84E-05,3.15E-05,-9.44E-05,-5.59E-05,-9.08E-05,-3.50E-05,-1.85E-05,1.03E-04,2.56E-05,2.64E-05,1.06E-05,3.12E-05,-1.50E-05
1165,8.56E-05,5.03E-05,3.56E-05,8.34E-05,3.22E-05,-5.04E-05,1.61E-05,-4.40E-05,-3.86E-05,3.27E-05,-8.04E-05,-5.14E-05,-9.34E-05,-3.09E-05,-1.22E-05,8.90E-05,2.43E-05,1.97E-05,7.71E-06,2.42E-05,-1.55E-05
1170,8.53E-05,4.95E-05,3.43E-05,8.33E-05,3.10E-05,-4.96E-05,1.43E-05,-4.33E-05,-3.74E-05,3.15E-05,-8.04E-05,-5.06E-05,-7.77E-05,-3.09E-05,-1.22E-05,8.87E-05,2.43E-05,2.03E-05,8.29E-06,2.49E-05,-1.57E-05
1175,8.51E-05,4.88E-05,3.31E-05,8.31E-05,2.98E-05,-4.89E-05,1.44E-05,-4.28E-05,-3.62E-05,3.03E-05,-8.04E-05,-5.00E-05,-6.18E-05,-3.11E-05,-1.22E-05,8.84E-05,2.43E-05,2.09E-05,9.09E-06,2.55E-05,-1.58E-05
1180,8.34E-05,4.77E-05,3.21E-05,8.16E-05,2.90E-05,-4.78E-05,1.47E-05,-4.19E-05,-3.52E-05,2.94E-05,-7.89E-05,-4.89E-05,-4.84E-05,-3.09E-05,-1.15E-05,8.67E-05,2.43E-05,2.07E-05,9.65E-06,2.53E-05,-1.60E-05
1185,8.14E-05,4.66E-05,3.12E-05,7.96E-05,2.82E-05,-4.67E-05,1.51E-05,-4.09E-05,-3.43E-05,2.86E-05,-7.71E-05,-4.77E-05,-3.67E-05,-3.07E-05,-1.07E-05,8.47E-05,2.44E-05,2.02E-05,1.01E-05,2.49E-05,-1.62E-05
1190,7.94E-05,4.55E-05,3.04E-05,7.76E-05,2.75E-05,-4.56E-05,1.55E-05,-3.99E-05,-3.35E-05,2.79E-05,-7.52E-05,-4.66E-05,-2.64E-05,-3.05E-05,-9.93E-06,8.27E-05,2.44E-05,1.97E-05,1.06E-05,2.45E-05,-1.64E-05
1195,7.74E-05,4.44E-05,2.97E-05,7.57E-05,2.68E-05,-4.45E-05,1.58E-05,-3.89E-05,-3.27E-05,2.72E-05,-7.33E-05,-4.55E-05,-1.73E-05,-3.03E-05,-9.20E-06,8.07E-05,2.44E-05,1.92E-05,1.10E-05,2.41E-05,-1.67E-05
1200,7.56E-05,4.34E-05,2.89E-05,7.39E-05,2.61E-05,-4.35E-05,1.62E-05,-3.80E-05,-3.19E-05,2.65E-05,-7.16E-05,-4.44E-05,-9.20E-06,-3.01E-05,-8.53E-06,7.88E-05,2.45E-05,1.88E-05,1.14E-05,2.37E-05,-1.69E-05
1205,0.290164345,0.037638377,0.002483543,0.290105146,0.00249844,-0.037607109,1.103026897,-0.03622926,-0.010225399,0.002579252,-0.290078174,-0.03756586,7.073441605,-0.15048334,-0.11319723,0.223257313,0.002297153,0.18888273,1.528691314,0.183733918,0.044110708
1210,-0.023820631,-0.677949646,-0.038235036,-0.023842448,-0.038271601,0.677954668,0.286345336,0.671681802,0.112413092,-0.038193363,0.023972445,0.677949173,-1.70454169,-0.29027071,-0.326270061,-0.526623357,-0.081100038,0.429565152,0.150901879,0.43210103,0.066415766
1215,-0.257642694,-0.211514564,-0.216130041,-0.257646318,-0.216127234,0.211520322,0.13296116,0.202231353,0.224883604,-0.216130819,0.257632411,0.211486276,-0.109890925,0.24609903,-0.237778517,-0.329862905,-0.337556041,-0.046309807,-0.90804406,-0.028128211,0.336858735
1220,-0.389003273,-0.168622284,0.046464302,-0.388777763,0.046451072,0.168533155,-0.338359985,0.170112982,-0.046205055,0.046461472,0.388633536,0.168424142,-0.382531704,0.006713039,0.303731708,-0.383102736,0.248669938,-0.178300564,-2.205573264,-0.164043674,-0.260093539
1225,0.01534395,-0.00300154,0.002168243,0.007090063,0.002105049,0.002970544,0.014423189,0.003393231,-0.002367162,0.002095184,-0.007050756,0.002945651,0.004866636,-0.007365069,-0.001452261,0.002764275,0.00377549,0.006907105,0.024497384,0.008339462,-0.004438029
1230,0.236076889,0.004601562,-0.044589491,0.234888752,-0.044617353,-0.004619917,0.235954805,-0.004485074,0.044524466,-0.0446188,-0.234885781,-0.00464161,-0.057956635,-0.149004576,-0.087893662,0.159283573,0.010733662,0.172689614,2.472788284,0.172324922,-0.002272077
1235,0.593528725,0.175882474,-0.013803477,0.592415707,-0.013728946,-0.175826453,-0.129500683,-0.175536854,0.013541286,-0.013719714,-0.59278051,-0.176045523,-0.031681099,-0.415898233,-0.003144479,0.520996031,0.248411044,0.334407398,-1.001411837,0.286702812,-0.306936997
1240,-0.295280331,0.07187119,0.040868195,-0.295324512,0.040890171,-0.071896201,-0.066951644,-0.071103228,-0.042505326,0.040894773,0.29548238,-0.071858714,0.324826181,0.269146359,0.089669538,-0.141627403,-0.086565453,-0.269382434,-1.063337231,-0.266028027,0.096120684
1245,-0.578466691,0.008283,0.054723856,-0.239409961,0.054633833,-0.00909613,-0.20615595,-0.009018986,-0.054582074,0.054649465,0.239435469,-0.009125823,-0.258841435,0.082907009,0.215323808,-0.153048401,0.141820135,-0.184527109,-2.147253124,-0.16331611,-0.166701469
1250,-0.083158593,0.083910809,0.002552176,0.060782418,-0.003373843,-0.084099507,0.093854832,-0.084125226,0.003594297,-0.003370529,-0.060713287,-0.084064845,0.094874449,0.021624836,-0.013976852,0.102912286,-0.022880507,-0.01046906,1.209417897,-0.015496687,0.0165614
1255,0.194610728,0.053909672,-0.035918592,0.291963254,-0.040645977,-0.050508294,0.283043199,-0.050478779,0.040680265,-0.040633223,-0.291977784,-0.050456806,-0.036410236,-0.157126224,-0.099564551,0.23096466,0.009886345,0.18557336,2.521321449,0.183805648,-0.022506331
1260,0.698094069,-0.018520953,0.135690223,0.170139177,0.137106518,0.012459724,0.272616776,0.016016302,-0.137016664,0.137157316,-0.170171674,0.012590921,0.173251103,0.01064681,-0.24172811,0.10462317,-0.20115273,0.134169191,-0.91142635,0.164491749,0.175792452
1265,0.217415007,-0.087977787,-0.001610224,0.14058917,-9.19E-04,0.088419187,0.1827552,0.088768086,0.001310866,-9.04E-04,-0.140683482,0.088361517,-0.064712002,-0.125725377,-0.10453003,0.030857086,-0.010320685,0.163058285,-0.13620386,0.162702925,0.008240785
1270,0.020452072,-0.003345742,0.010326647,0.022976154,0.010407086,0.003370565,0.037140696,0.00354976,-0.010564758,0.01041559,-0.022918521,0.00347885,0.125992362,-0.018553336,-0.007764844,0.012523671,0.005289838,0.019247493,-0.191575551,0.019348349,-0.004542984
1275,0.007927999,3.94E-04,-0.001256245,0.001597658,-0.00138021,-4.41E-04,0.006132484,-4.03E-04,0.00136943,-0.001397528,-0.001625889,-5.84E-04,0.011833788,-5.58E-04,-4.04E-04,0.001788982,2.25E-04,5.86E-04,-0.03217694,5.88E-04,-4.67E-04
1280,0.001139746,-9.40E-04,3.98E-04,2.19E-04,3.30E-04,9.19E-04,-0.002906006,9.18E-04,-3.03E-04,3.27E-04,-2.22E-04,8.55E-04,-3.33E-04,-0.001241048,5.83E-04,-3.78E-04,0.001271414,6.20E-04,-0.007357592,6.87E-04,-0.001320962
1285,2.17E-04,-2.15E-04,1.19E-04,8.08E-05,1.01E-04,2.11E-04,-3.75E-04,2.11E-04,-9.17E-05,1.00E-04,-7.74E-05,1.97E-04,3.44E-07,-3.56E-04,2.08E-04,-7.68E-05,3.91E-04,1.56E-04,-0.001660706,1.77E-04,-3.94E-04
1290,5.68E-05,-3.31E-05,8.31E-07,3.21E-05,-6.20E-07,3.58E-05,-3.46E-05,3.57E-05,3.48E-06,3.67E-08,-2.55E-05,4.04E-05,1.41E-04,-1.09E-04,8.15E-05,-2.99E-05,1.22E-04,4.13E-05,-4.23E-04,4.82E-05,-1.04E-04
1295,2.66E-05,1.43E-05,-3.79E-05,1.80E-05,-3.43E-05,-9.81E-06,8.18E-06,-9.84E-06,3.53E-05,-3.34E-05,-1.10E-05,-2.33E-07,1.79E-04,-3.78E-05,3.82E-05,-1.80E-05,3.99E-05,1.21E-05,-1.11E-04,1.46E-05,-1.68E-05
1300,2.05E-05,2.67E-05,-5.03E-05,1.43E-05,-4.54E-05,-2.19E-05,1.29E-05,-2.19E-05,4.57E-05,-4.45E-05,-7.52E-06,-1.13E-05,1.90E-04,-1.62E-05,2.18E-05,-1.35E-05,1.39E-05,4.55E-06,-2.35E-05,5.67E-06,9.32E-06
1305,-10.07605081,0.165789079,-0.036588889,-0.075805832,-0.117190113,-0.128903797,-0.296181467,-0.130886794,0.114619093,-0.117165364,0.075477394,-0.128646695,0.016032556,0.189444731,-0.015629917,0.046113556,-0.128020191,-0.140884645,0.768993392,-0.140608723,0.129443004
1310,0.215940121,-0.024336786,-0.076601613,-0.193421784,-0.009859292,0.089602275,0.024361636,0.089453645,0.010830015,-0.009912042,0.193557295,0.089653492,2.04E-04,0.110081849,-0.005309627,-0.196052693,-0.070519798,-0.084803291,-0.43346039,-0.082986456,0.072641301
1315,-0.133399225,0.08685492,0.095757007,-0.261848282,-0.046244451,-0.118602224,-0.336867959,-0.118213736,0.046950629,-0.046238437,0.261843284,-0.118613937,0.049045649,0.24839826,0.122017909,-0.087714685,-0.042241251,-0.273652151,0.129793036,-0.273429107,0.04340935
1320,-0.864313979,0.395050927,0.351261603,-0.905599679,-0.226119198,-0.477356296,-0.908691738,-0.477412909,0.226479747,-0.226008775,0.905693452,-0.477347678,0.791809463,1.021013151,0.228048455,-0.21609934,-0.300421017,-1.000799636,0.16990719,-1.003435951,0.291129343
1325,-0.360759848,-0.072042558,0.033513421,-0.382880598,0.07942267,-0.002077815,0.486672976,-0.00212111,-0.079459519,0.079427648,0.383061772,-0.001584909,1.588198914,0.273162147,0.093353683,-0.246361395,0.008115974,-0.29375471,0.823655771,-0.288171994,0.027432835
1330,-0.390701302,0.053858308,0.03447104,-0.393914507,-0.035662327,-0.052970022,-0.274706698,-0.049337029,0.041005234,-0.035648869,0.393796095,-0.053079416,0.772271983,0.340419627,-0.119142995,-0.220775786,-0.139541363,-0.330050921,0.586055789,-0.27590759,0.230748369
1335,0.287304645,0.674071018,-0.355435066,0.286525353,-0.759867509,0.057466412,-0.347095569,0.10890208,0.754169751,-0.759873539,-0.286552481,0.057393225,0.28773412,-0.250476969,-0.472081863,0.143463515,-0.463748148,0.254781218,0.347933537,0.402268893,0.349279739
1340,0.255322648,0.416181165,-0.387366691,0.255046633,-0.536034689,0.189328827,0.13427904,0.19326644,0.534543188,-0.535999845,-0.255102528,0.189315828,0.045153021,-0.316849243,-0.659624615,0.024117863,-0.657592276,0.316994943,1.079948462,0.554896925,0.476536191
1345,0.889910184,0.128738349,-0.462474877,0.89039268,-0.302406056,0.372767682,0.872759482,0.372256133,0.302332508,-0.30241418,-0.890226108,0.372652092,-2.810489325,-0.912034631,-0.38118414,0.314721928,-0.38011133,0.911966833,-0.464871121,0.987213805,-0.082913626
1350,0.591845884,-0.28423689,-0.670768611,0.592903882,-0.006609326,0.728562881,0.070811487,0.727905365,0.037497279,-0.006665307,-0.592939563,0.728603248,-2.720800835,-0.940493441,-0.189889626,-0.162865536,0.276130708,0.925646202,-2.397995089,0.863787072,-0.41380269
1355,-0.054159458,0.219993157,0.023097896,-0.054914377,-0.192577854,-0.108820559,0.161120811,-0.112240679,0.191512161,-0.19264681,0.054793919,-0.109040051,0.726638703,0.066227589,0.11741539,0.044827031,0.093814073,-0.113681485,-0.784896364,-0.122704328,-0.062559453
1360,-0.089088726,0.066124088,0.157257018,-0.093248751,0.001983521,-0.170655408,0.07989741,-0.170380479,-0.001180798,0.002003,0.093500666,-0.170423166,1.06063009,0.192279292,-0.019072688,0.068930106,-0.063606223,-0.181842754,0.455567711,-0.170240097,0.089116937
1365,0.019241146,0.055184598,0.159899587,0.019345317,0.01310834,-0.168635572,0.003097608,-0.168561812,-0.012558353,0.013125495,-0.019320333,-0.168595391,0.475170213,0.098031461,-0.010655736,0.13984702,-0.02380901,-0.096000703,0.218381162,-0.089775695,0.040800088
1370,-0.012638092,0.020511058,0.032536942,-0.012867701,-0.005886632,-0.037985209,-0.015251872,-0.038041423,0.006144219,-0.005848621,0.012974938,-0.037942225,0.156421202,0.035830926,-0.008518407,0.019894076,-0.012098227,-0.034782621,0.079159908,-0.032046264,0.018582313
1375,-0.007689441,-0.004278494,-0.005749664,-0.007601448,0.001665658,0.006983237,-0.00338856,0.007071092,-0.001795511,0.001640056,0.007513755,0.006994252,-0.011304314,6.81E-04,8.89E-04,-0.01010273,0.001274129,-9.56E-04,-0.008296089,-0.001015833,-0.001007991
1380,-0.001698206,-0.001039007,-0.001375566,-0.001708277,4.12E-04,0.001668799,-0.001157701,0.001687924,-4.39E-04,4.06E-04,0.001692435,0.00165667,-0.0026831,1.16E-04,2.03E-04,-0.002319578,3.78E-04,-1.89E-04,-0.002174333,-1.88E-04,-3.51E-04
1385,-2.54E-04,-2.55E-04,-4.07E-04,-4.31E-04,7.29E-05,4.63E-04,-4.28E-04,4.64E-04,-7.33E-05,7.21E-05,4.33E-04,4.50E-04,-7.89E-04,4.27E-05,1.04E-05,-6.07E-04,8.85E-05,-5.49E-05,-6.11E-04,-3.91E-05,-1.04E-04
1390,8.63E-05,-4.55E-05,-1.33E-04,-1.30E-04,-1.14E-05,1.28E-04,-1.94E-04,1.25E-04,1.69E-05,-1.09E-05,1.36E-04,1.17E-04,-2.14E-04,5.54E-05,-3.90E-05,-1.69E-04,-3.52E-06,-5.04E-05,-1.35E-04,-3.20E-05,-1.39E-05
1395,1.64E-04,1.55E-05,-4.74E-05,-4.89E-05,-3.33E-05,2.66E-05,-1.17E-04,2.30E-05,3.97E-05,-3.26E-05,5.52E-05,1.72E-05,-2.65E-05,6.18E-05,-4.96E-05,-4.34E-05,-3.06E-05,-5.23E-05,1.00E-05,-3.46E-05,1.58E-05
1400,1.74E-04,3.44E-05,-1.66E-05,-2.29E-05,-3.84E-05,-7.87E-06,-8.83E-05,-1.14E-05,4.45E-05,-3.76E-05,2.88E-05,-1.59E-05,4.33E-05,6.17E-05,-4.91E-05,-2.37E-06,-3.69E-05,-5.16E-05,5.38E-05,-3.53E-05,2.45E-05
1405,6.597540057,-0.07113639,-0.006627029,-0.185062937,0.035453891,0.059547109,0.023827368,0.059180044,-0.0364462,0.035410261,0.184938445,0.059622999,0.022686308,0.100718189,-0.002449531,-0.166582206,-0.015332586,-0.099639507,0.043996808,-0.095212824,0.033168845
1410,-0.433382989,-0.148248846,0.307257919,-0.606932749,0.335002751,0.023133031,0.032756954,-2.20E-04,-0.335522759,0.335006599,0.606811078,0.022906552,0.16734282,0.425429835,0.221875241,-0.421522409,0.198435111,-0.436784142,0.257276331,-0.471971481,-0.085470193
1415,-0.099519184,-0.612352438,-0.171518624,-0.842287613,0.017969488,0.635942186,0.538005686,0.61409938,-0.157992736,0.017907288,0.842305057,0.635846556,-0.951409905,0.195837962,0.1333341,-1.037110295,0.133450455,-0.195965395,0.65589369,-0.232622558,-0.038082849
1420,-0.07483919,-0.659279796,-0.134198474,-0.421734198,-5.37E-04,0.672299924,0.215742733,0.610441813,-0.284411151,-5.98E-04,0.421704241,0.672202023,-1.581178892,-0.137397516,-0.069235701,-0.780764251,-0.063109096,0.14076478,0.506542591,0.153535702,-0.019859163
1425,-0.028703423,-0.1129698,-0.017540127,-0.666735174,-0.0032955,0.113838951,-1.991970658,0.106554697,-0.042647427,-0.003295636,0.666703527,0.113793782,0.47332994,0.408959405,0.072213229,-0.534100735,0.01567999,-0.414396563,0.14202689,-0.324637906,0.25764646
1430,-0.359601538,-0.572526678,-0.065006246,-0.90469312,-0.037220268,0.574402005,-2.001321728,0.573497635,-0.02047668,-0.037265116,0.904806678,0.574406999,-0.743958946,0.292063908,0.104894186,-1.03070061,0.100886431,-0.293742334,-2.930044265,-0.296813181,0.087795486
1435,-0.334021037,-0.221787519,-0.544983278,-0.413360778,-0.545407454,0.225454072,0.473211983,0.278395825,0.523233416,-0.545424535,0.413399242,0.2252814,-0.384721168,0.195240526,0.590594728,-0.426550351,0.591604451,-0.197039068,-0.745284174,-0.437376189,-0.448739066
1440,0.221651724,0.094565571,-0.287650471,0.210092718,-0.288515294,-0.094587016,-9.26E-04,-0.045987692,0.29939359,-0.2884965,-0.209951714,-0.094732271,0.192352079,-0.134396179,0.305003716,0.186271092,0.305718328,0.134482055,0.338833534,-0.005926472,-0.336436091
1445,0.472126793,0.29283262,-0.645153368,0.470435056,-0.645437691,-0.292860387,-0.649148489,-0.284721621,0.648272044,-0.645390877,-0.47057658,-0.29295338,0.436205585,-0.342549798,0.679629385,0.43527926,0.67982489,0.342600927,0.353571788,0.021481613,-0.761786632
1450,-0.054375697,-0.046415721,0.236131155,-0.069869373,0.236484614,0.044522779,0.06321018,0.044718261,-0.237201053,0.236484,0.069661503,0.044762112,-0.04412521,0.051418697,-0.219488639,-0.066021234,-0.219857521,-0.049696895,1.553850404,0.06201486,0.215889831
1455,-0.04136144,-0.086112773,0.003621774,-0.059870863,0.003621931,0.08634137,0.136609014,0.085492871,-3.75E-04,0.003681748,0.059975426,0.086403086,-0.102366839,0.025984383,0.088615029,-0.102590772,0.088937288,-0.026174699,0.067271066,-0.068345794,-0.061782326
1460,-0.00562035,-0.002265118,0.004278863,-0.008263784,0.004318701,0.002398538,-0.028841456,0.002555872,-0.004717944,0.00423158,0.007991733,0.002636062,0.026173957,0.005642002,-0.003229657,-0.005625909,-0.003385885,-0.005716993,-0.063062154,-0.002720637,0.005926401
1465,0.004375002,0.002674312,-4.94E-04,0.003954829,-5.45E-04,-0.002702619,0.007415311,-0.002881836,5.99E-04,-5.21E-04,-0.003862219,-0.00278687,7.59E-05,-0.002563716,2.34E-04,0.003930295,2.65E-04,0.002588309,0.004085075,0.002049645,-0.001599976
1470,0.001260162,7.91E-04,-2.32E-04,0.001192857,-2.40E-04,-7.99E-04,0.002559839,-8.51E-04,2.53E-04,-2.32E-04,-0.001159316,-8.25E-04,-1.22E-04,-7.63E-04,9.66E-05,0.001164605,1.13E-04,7.72E-04,0.001244559,5.97E-04,-5.12E-04
1475,4.34E-04,2.71E-04,-1.32E-04,4.21E-04,-1.27E-04,-2.72E-04,0.001032611,-2.85E-04,1.26E-04,-1.23E-04,-4.07E-04,-2.75E-04,-1.41E-04,-2.68E-04,2.22E-05,3.83E-04,3.32E-05,2.73E-04,4.29E-04,2.18E-04,-1.83E-04
1480,1.90E-04,1.26E-04,-7.10E-05,1.88E-04,-6.64E-05,-1.25E-04,5.57E-04,-1.25E-04,6.15E-05,-6.56E-05,-1.85E-04,-1.24E-04,-1.03E-04,-1.31E-04,1.96E-05,1.70E-04,2.42E-05,1.32E-04,2.02E-04,1.04E-04,-1.05E-04
1485,1.04E-04,7.81E-05,-4.00E-05,1.05E-04,-3.69E-05,-7.66E-05,3.83E-04,-7.26E-05,3.10E-05,-3.74E-05,-1.07E-04,-7.31E-05,-7.37E-05,-8.53E-05,1.82E-05,9.84E-05,2.12E-05,8.45E-05,1.21E-04,6.58E-05,-7.75E-05
1490,7.37E-05,5.96E-05,-3.11E-05,7.45E-05,-2.81E-05,-5.79E-05,3.19E-04,-5.26E-05,2.20E-05,-2.90E-05,-7.80E-05,-5.39E-05,-5.76E-05,-6.68E-05,1.74E-05,7.11E-05,2.05E-05,6.55E-05,8.85E-05,4.99E-05,-6.61E-05
1495,5.67E-05,4.88E-05,-2.61E-05,5.77E-05,-2.34E-05,-4.71E-05,2.85E-04,-4.15E-05,1.73E-05,-2.43E-05,-6.17E-05,-4.30E-05,-5.08E-05,-5.59E-05,1.69E-05,5.58E-05,2.02E-05,5.43E-05,6.93E-05,4.05E-05,-5.90E-05
1500,4.61E-05,4.19E-05,-2.21E-05,4.72E-05,-1.97E-05,-4.03E-05,2.61E-04,-3.47E-05,1.38E-05,-2.07E-05,-5.14E-05,-3.63E-05,-4.72E-05,-4.89E-05,1.63E-05,4.64E-05,1.97E-05,4.73E-05,5.71E-05,3.46E-05,-5.41E-05
1505,-0.038490447,-0.022973214,0.001613142,-0.038545449,0.001751197,0.023041142,0.905820906,0.023124354,-0.002316583,0.001772327,0.038662912,0.023106296,0.012393953,0.029020447,0.003721523,-0.034813493,0.003884306,-0.029030578,-0.155092069,-0.026277482,0.012457339
1510,0.01289774,0.003774108,-2.36E-04,0.012882774,-2.42E-04,-0.003767629,-0.294478007,-0.003665375,5.72E-04,-2.45E-04,-0.012826364,-0.003747363,0.00546306,-0.010957896,-9.82E-06,0.007612892,-1.29E-04,0.010836142,-0.328599634,0.009325678,-0.005691026
1515,0.001157629,-7.41E-04,-0.083795389,0.001119383,-0.083754036,7.62E-04,-0.316751268,0.00269692,0.083544082,-0.083747543,-0.001077809,8.30E-04,-4.25E-04,-0.001224256,7.71E-05,-5.97E-04,1.56E-04,0.001255169,-0.493887404,0.001070352,-7.09E-04
1520,0.020510414,-0.011413855,-0.088562078,0.068863932,-0.088622424,0.011377191,-0.143887433,0.013241479,0.088466217,-0.088615017,-0.068963313,0.011371119,-0.132328564,-0.068811127,0.095653569,0.011063134,0.095474568,0.069188828,0.638122695,0.021583468,-0.115363684
